MODEL,SCENARIO,REGION,VARIABLE,UNIT,2019
Reference,,JPN,Expenditure Decile|D3,% of total expenditures in a given quantile,6.833493415
Reference,,JPN,Expenditure Decile|D4,% of total expenditures in a given quantile,7.43986683
Reference,,JPN,Expenditure Decile|D5,% of total expenditures in a given quantile,8.188091975
Reference,,JPN,Expenditure Decile|D6,% of total expenditures in a given quantile,9.469201084
Reference,,JPN,Expenditure Decile|D7,% of total expenditures in a given quantile,8.569553492
Reference,,JPN,Expenditure Decile|D8,% of total expenditures in a given quantile,11.57886102
Reference,,JPN,Expenditure Decile|D9,% of total expenditures in a given quantile,15.84193274
Reference,,JPN,Expenditure Decile|D10,% of total expenditures in a given quantile,23.64070153
Reference,,JPN,Income Decile|D1,% of total Income in a given quantile,2.3473
Reference,,JPN,Income Decile|D2,% of total Income in a given quantile,4.338
Reference,,JPN,Income Decile|D3,% of total Income in a given quantile,6.9838
Reference,,JPN,Income Decile|D4,% of total Income in a given quantile,4.9101
Reference,,JPN,Income Decile|D5,% of total Income in a given quantile,8.0384
Reference,,JPN,Income Decile|D6,% of total Income in a given quantile,10.1756
Reference,,JPN,Income Decile|D7,% of total Income in a given quantile,10.2265
Reference,,JPN,Income Decile|D8,% of total Income in a given quantile,14.242
Reference,,JPN,Income Decile|D9,% of total Income in a given quantile,13.7421
Reference,,JPN,Income Decile|D10,% of total Income in a given quantile,24.9962
