year,iso3,var,element,dist,value
2013,CHN,incomecat,labour,D2,30.76445
2013,CHN,incomecat,labour,D3,37.42565
2013,CHN,incomecat,labour,D4,43.51306
2013,CHN,incomecat,labour,D5,48.36356
2013,CHN,incomecat,labour,D6,53.66304
2013,CHN,incomecat,labour,D7,55.24143
2013,CHN,incomecat,labour,D8,59.82026
2013,CHN,incomecat,labour,D9,61.63381
2013,CHN,incomecat,labour,D10,61.10847
2013,CHN,incomecat,capital,D1,
2013,CHN,incomecat,capital,D2,
2013,CHN,incomecat,capital,D3,
2013,CHN,incomecat,capital,D4,
2013,CHN,incomecat,capital,D5,
2013,CHN,incomecat,capital,D6,
2013,CHN,incomecat,capital,D7,
2013,CHN,incomecat,capital,D8,
2013,CHN,incomecat,capital,D9,
2013,CHN,incomecat,capital,D10,
2013,CHN,incomecat,transfers,D1,38.99508
2013,CHN,incomecat,transfers,D2,30.52978
2013,CHN,incomecat,transfers,D3,27.63724
2013,CHN,incomecat,transfers,D4,24.16206
2013,CHN,incomecat,transfers,D5,23.29734
2013,CHN,incomecat,transfers,D6,19.91267
2013,CHN,incomecat,transfers,D7,20.14712
2013,CHN,incomecat,transfers,D8,18.0002
2013,CHN,incomecat,transfers,D9,16.01264
2013,CHN,incomecat,transfers,D10,13.06708
2013,CHN,incomecat,other,D1,41.38313
2013,CHN,incomecat,other,D2,38.70577
2013,CHN,incomecat,other,D3,34.93711
2013,CHN,incomecat,other,D4,32.32488
2013,CHN,incomecat,other,D5,28.3391
2013,CHN,incomecat,other,D6,26.42429
2013,CHN,incomecat,other,D7,24.61145
2013,CHN,incomecat,other,D8,22.17954
2013,CHN,incomecat,other,D9,22.35355
2013,CHN,incomecat,other,D10,25.82445
2013,CHN,savings_rate,,D1,-35.38834
2013,CHN,savings_rate,,D2,-3.149273
2013,CHN,savings_rate,,D3,9.860445
2013,CHN,savings_rate,,D4,20.64453
2013,CHN,savings_rate,,D5,23.58526
2013,CHN,savings_rate,,D6,29.11573
2013,CHN,savings_rate,,D7,31.04975
2013,CHN,savings_rate,,D8,33.4485
2013,CHN,savings_rate,,D9,36.55191
2013,CHN,savings_rate,,D10,40.44219
2013,CHN,educat,No education,D1,2.58
2013,CHN,educat,No education,D2,3.32
2013,CHN,educat,No education,D3,4.4
2013,CHN,educat,No education,D4,3.79
2013,CHN,educat,No education,D5,4.05
2013,CHN,educat,No education,D6,4.9
2013,CHN,educat,No education,D7,6.23
2013,CHN,educat,No education,D8,5.81
2013,CHN,educat,No education,D9,7.26
2013,CHN,educat,No education,D10,7.57
2013,CHN,educat,Primary Education,D1,77.26
2013,CHN,educat,Primary Education,D2,78.03
2013,CHN,educat,Primary Education,D3,72.35
2013,CHN,educat,Primary Education,D4,71.35
2013,CHN,educat,Primary Education,D5,64.54
2013,CHN,educat,Primary Education,D6,60.69
2013,CHN,educat,Primary Education,D7,54.06
2013,CHN,educat,Primary Education,D8,50.77
2013,CHN,educat,Primary Education,D9,42.65
2013,CHN,educat,Primary Education,D10,31.29
2013,CHN,educat,Secondary Education,D1,12.88
2013,CHN,educat,Secondary Education,D2,13.2
2013,CHN,educat,Secondary Education,D3,17.16
2013,CHN,educat,Secondary Education,D4,17.68
2013,CHN,educat,Secondary Education,D5,21.29
2013,CHN,educat,Secondary Education,D6,22.44
2013,CHN,educat,Secondary Education,D7,23.59
2013,CHN,educat,Secondary Education,D8,25.32
2013,CHN,educat,Secondary Education,D9,25.73
2013,CHN,educat,Secondary Education,D10,23.13
2013,CHN,educat,Tertiary Education,D1,7.28
2013,CHN,educat,Tertiary Education,D2,5.46
2013,CHN,educat,Tertiary Education,D3,6.08
2013,CHN,educat,Tertiary Education,D4,7.18
2013,CHN,educat,Tertiary Education,D5,10.13
2013,CHN,educat,Tertiary Education,D6,11.96
2013,CHN,educat,Tertiary Education,D7,16.12
2013,CHN,educat,Tertiary Education,D8,18.1
2013,CHN,educat,Tertiary Education,D9,24.36
2013,CHN,educat,Tertiary Education,D10,38.01
2013,CHN,inequality_index,gini,0,0.419
2013,CHN,inequality_index,absolute_poverty,0,8.2
2013,CHN,household_size,,D1,4.269231
2013,CHN,household_size,,D2,3.666667
2013,CHN,household_size,,D3,3.521739
2013,CHN,household_size,,D4,3.956522
2013,CHN,household_size,,D5,3
2013,CHN,household_size,,D6,3.375
2013,CHN,household_size,,D7,3.347826
2013,CHN,household_size,,D8,3.391304
2013,CHN,household_size,,D9,3.25
2013,CHN,household_size,,D10,3.318182
2013,CHN,expenditure_decile,,D1,2.159872798
2013,CHN,expenditure_decile,,D2,3.593593109
2013,CHN,expenditure_decile,,D3,4.662300741
2013,CHN,expenditure_decile,,D4,5.728602827
2013,CHN,expenditure_decile,,D5,6.883355855
2013,CHN,expenditure_decile,,D6,8.270110424
2013,CHN,expenditure_decile,,D7,9.956842554
2013,CHN,expenditure_decile,,D8,12.36031107
2013,CHN,expenditure_decile,,D9,16.30171226
2013,CHN,expenditure_decile,,D10,30.08329836
2013,CHN,income_decile,,D1,1.620543743
2013,CHN,income_decile,,D2,3.156235499
2013,CHN,income_decile,,D3,4.366060121
2013,CHN,income_decile,,D4,5.546429516
2013,CHN,income_decile,,D5,6.879480806
2013,CHN,income_decile,,D6,8.449302815
2013,CHN,income_decile,,D7,10.27925905
2013,CHN,income_decile,,D8,12.77903598
2013,CHN,income_decile,,D9,16.83160301
2013,CHN,income_decile,,D10,30.09204945
2010,BEL,educat,,D1,1.309328969
2010,BEL,educat,,D10,2.165087957
2010,BEL,educat,,D2,1.687116564
2010,BEL,educat,,D3,3.202328967
2010,BEL,educat,,D4,1.253481894
2010,BEL,educat,,D5,1.889338731
2010,BEL,educat,,D6,2.38410596
2010,BEL,educat,,D7,1.97109067
2010,BEL,educat,,D8,1.749663526
2010,BEL,educat,,D9,1.070950469
2010,BEL,educat,Primary Education,D1,19.47626841
2010,BEL,educat,Primary Education,D10,0.947225981
2010,BEL,educat,Primary Education,D2,16.56441718
2010,BEL,educat,Primary Education,D3,11.79039301
2010,BEL,educat,Primary Education,D4,7.799442897
2010,BEL,educat,Primary Education,D5,5.263157895
2010,BEL,educat,Primary Education,D6,3.311258278
2010,BEL,educat,Primary Education,D7,1.314060447
2010,BEL,educat,Primary Education,D8,1.076716016
2010,BEL,educat,Primary Education,D9,1.338688086
2010,BEL,educat,Secondary Education,D1,70.37643208
2010,BEL,educat,Secondary Education,D10,51.42083897
2010,BEL,educat,Secondary Education,D2,76.22699387
2010,BEL,educat,Secondary Education,D3,75.69141194
2010,BEL,educat,Secondary Education,D4,80.64066852
2010,BEL,educat,Secondary Education,D5,80.83670715
2010,BEL,educat,Secondary Education,D6,77.74834437
2010,BEL,educat,Secondary Education,D7,73.98160315
2010,BEL,educat,Secondary Education,D8,70.12113055
2010,BEL,educat,Secondary Education,D9,61.17804552
2010,BEL,educat,Tertiary Education,D1,8.83797054
2010,BEL,educat,Tertiary Education,D10,45.46684709
2010,BEL,educat,Tertiary Education,D2,5.521472393
2010,BEL,educat,Tertiary Education,D3,9.315866084
2010,BEL,educat,Tertiary Education,D4,10.30640669
2010,BEL,educat,Tertiary Education,D5,12.01079622
2010,BEL,educat,Tertiary Education,D6,16.55629139
2010,BEL,educat,Tertiary Education,D7,22.73324573
2010,BEL,educat,Tertiary Education,D8,27.05248991
2010,BEL,educat,Tertiary Education,D9,36.41231593
2010,BEL,emissions_per_capita,,D1,5.459388365
2010,BEL,emissions_per_capita,,D10,13.82756127
2010,BEL,emissions_per_capita,,D2,6.691775659
2010,BEL,emissions_per_capita,,D3,7.371840269
2010,BEL,emissions_per_capita,,D4,8.559565289
2010,BEL,emissions_per_capita,,D5,8.93829448
2010,BEL,emissions_per_capita,,D6,9.652667524
2010,BEL,emissions_per_capita,,D7,10.25590164
2010,BEL,emissions_per_capita,,D8,10.89177049
2010,BEL,emissions_per_capita,,D9,12.02699391
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,BEL,expenditure_decile,,D1,5.897179305
2010,BEL,expenditure_decile,,D10,14.35498047
2010,BEL,expenditure_decile,,D2,6.480822988
2010,BEL,expenditure_decile,,D3,7.483014434
2010,BEL,expenditure_decile,,D4,8.598419991
2010,BEL,expenditure_decile,,D5,9.554739667
2010,BEL,expenditure_decile,,D6,10.3612841
2010,BEL,expenditure_decile,,D7,11.5031681
2010,BEL,expenditure_decile,,D8,12.43500581
2010,BEL,expenditure_decile,,D9,13.33491655
2010,BEL,expcat_input,energy_housing,D1,9.528649466
2010,BEL,expcat_input,energy_housing,D10,5.200951567
2010,BEL,expcat_input,energy_housing,D2,8.903592546
2010,BEL,expcat_input,energy_housing,D3,8.101138648
2010,BEL,expcat_input,energy_housing,D4,7.235068693
2010,BEL,expcat_input,energy_housing,D5,6.89044808
2010,BEL,expcat_input,energy_housing,D6,6.311661931
2010,BEL,expcat_input,energy_housing,D7,6.036224611
2010,BEL,expcat_input,energy_housing,D8,5.891764788
2010,BEL,expcat_input,energy_housing,D9,5.77001268
2010,BEL,expcat_input,energy_transportation,D1,2.344243413
2010,BEL,expcat_input,energy_transportation,D10,3.250245848
2010,BEL,expcat_input,energy_transportation,D2,2.503399799
2010,BEL,expcat_input,energy_transportation,D3,2.748801575
2010,BEL,expcat_input,energy_transportation,D4,3.02278172
2010,BEL,expcat_input,energy_transportation,D5,3.331711066
2010,BEL,expcat_input,energy_transportation,D6,3.353805782
2010,BEL,expcat_input,energy_transportation,D7,3.163986008
2010,BEL,expcat_input,energy_transportation,D8,3.193145347
2010,BEL,expcat_input,energy_transportation,D9,2.92957161
2010,BEL,expcat_input,food,D1,17.48160516
2010,BEL,expcat_input,food,D10,12.05719389
2010,BEL,expcat_input,food,D2,16.35056924
2010,BEL,expcat_input,food,D3,15.98866329
2010,BEL,expcat_input,food,D4,14.90825876
2010,BEL,expcat_input,food,D5,14.83925453
2010,BEL,expcat_input,food,D6,13.75286023
2010,BEL,expcat_input,food,D7,13.29250025
2010,BEL,expcat_input,food,D8,13.51619723
2010,BEL,expcat_input,food,D9,12.5846487
2010,BEL,household_size,,D1,2.336100074
2010,BEL,household_size,,D10,2.325272099
2010,BEL,household_size,,D2,1.978823229
2010,BEL,household_size,,D3,2.169288031
2010,BEL,household_size,,D4,2.203873003
2010,BEL,household_size,,D5,2.305559961
2010,BEL,household_size,,D6,2.277100381
2010,BEL,household_size,,D7,2.408080335
2010,BEL,household_size,,D8,2.538157966
2010,BEL,household_size,,D9,2.423477305
2010,BEL,income_decile,,D1,3.78641125
2010,BEL,income_decile,,D10,22.52962382
2010,BEL,income_decile,,D2,4.909022062
2010,BEL,income_decile,,D3,6.124083964
2010,BEL,income_decile,,D4,7.101999008
2010,BEL,income_decile,,D5,8.332139248
2010,BEL,income_decile,,D6,9.23994623
2010,BEL,income_decile,,D7,10.74027098
2010,BEL,income_decile,,D8,12.60722614
2010,BEL,income_decile,,D9,14.64696257
2010,BEL,incomecat,capital,D1,
2010,BEL,incomecat,capital,D10,
2010,BEL,incomecat,capital,D2,
2010,BEL,incomecat,capital,D3,
2010,BEL,incomecat,capital,D4,
2010,BEL,incomecat,capital,D5,
2010,BEL,incomecat,capital,D6,
2010,BEL,incomecat,capital,D7,
2010,BEL,incomecat,capital,D8,
2010,BEL,incomecat,capital,D9,
2010,BEL,incomecat,labour,D1,44.50434935
2010,BEL,incomecat,labour,D10,8.994582405
2010,BEL,incomecat,labour,D2,34.81509543
2010,BEL,incomecat,labour,D3,10.44381938
2010,BEL,incomecat,labour,D4,18.6827848
2010,BEL,incomecat,labour,D5,11.38558361
2010,BEL,incomecat,labour,D6,15.65327627
2010,BEL,incomecat,labour,D7,13.33069175
2010,BEL,incomecat,labour,D8,13.76419279
2010,BEL,incomecat,labour,D9,10.24478723
2010,BEL,incomecat,other,D1,8.939005436
2010,BEL,incomecat,other,D10,0.895729817
2010,BEL,incomecat,other,D2,11.73455002
2010,BEL,incomecat,other,D3,38.91603395
2010,BEL,incomecat,other,D4,17.33670062
2010,BEL,incomecat,other,D5,2.936244615
2010,BEL,incomecat,other,D6,3.752414334
2010,BEL,incomecat,other,D7,3.721762039
2010,BEL,incomecat,other,D8,9.98573063
2010,BEL,incomecat,other,D9,2.014206147
2010,BEL,incomecat,transfers,D1,
2010,BEL,incomecat,transfers,D10,
2010,BEL,incomecat,transfers,D2,
2010,BEL,incomecat,transfers,D3,
2010,BEL,incomecat,transfers,D4,
2010,BEL,incomecat,transfers,D5,
2010,BEL,incomecat,transfers,D6,
2010,BEL,incomecat,transfers,D7,
2010,BEL,incomecat,transfers,D8,
2010,BEL,incomecat,transfers,D9,
2010,BEL,savings_rate,,D1,-66.90048964
2010,BEL,savings_rate,,D10,34.56155413
2010,BEL,savings_rate,,D2,-28.85010534
2010,BEL,savings_rate,,D3,-21.3708425
2010,BEL,savings_rate,,D4,-20.1109685
2010,BEL,savings_rate,,D5,-12.7956258
2010,BEL,savings_rate,,D6,-9.598455327
2010,BEL,savings_rate,,D7,-5.262474281
2010,BEL,savings_rate,,D8,2.804308437
2010,BEL,savings_rate,,D9,10.85400006
2010,BEL,wealth_share,,D1,
2010,BEL,wealth_share,,D10,
2010,BEL,wealth_share,,D2,
2010,BEL,wealth_share,,D3,
2010,BEL,wealth_share,,D4,
2010,BEL,wealth_share,,D5,
2010,BEL,wealth_share,,D6,
2010,BEL,wealth_share,,D7,
2010,BEL,wealth_share,,D8,
2010,BEL,wealth_share,,D9,
2010,BGR,educat,No education,D1,3.550295858
2010,BGR,educat,No education,D2,1.529051988
2010,BGR,educat,No education,D3,0.952380952
2010,BGR,educat,No education,D4,0.318471338
2010,BGR,educat,No education,D5,1.003344482
2010,BGR,educat,No education,D6,0.331125828
2010,BGR,educat,No education,D7,0.350877193
2010,BGR,educat,No education,D8,0.363636364
2010,BGR,educat,Primary Education,D1,13.90532544
2010,BGR,educat,Primary Education,D2,13.14984709
2010,BGR,educat,Primary Education,D3,5.396825397
2010,BGR,educat,Primary Education,D4,3.503184713
2010,BGR,educat,Primary Education,D5,4.347826087
2010,BGR,educat,Primary Education,D6,4.966887417
2010,BGR,educat,Primary Education,D7,3.157894737
2010,BGR,educat,Primary Education,D8,2.909090909
2010,BGR,educat,Primary Education,D9,0.378787879
2010,BGR,educat,Secondary Education,D1,77.5147929
2010,BGR,educat,Secondary Education,D10,58.3011583
2010,BGR,educat,Secondary Education,D2,79.51070336
2010,BGR,educat,Secondary Education,D3,82.85714286
2010,BGR,educat,Secondary Education,D4,87.2611465
2010,BGR,educat,Secondary Education,D5,80.93645485
2010,BGR,educat,Secondary Education,D6,81.78807947
2010,BGR,educat,Secondary Education,D7,71.92982456
2010,BGR,educat,Secondary Education,D8,72.36363636
2010,BGR,educat,Secondary Education,D9,73.86363636
2010,BGR,educat,Tertiary Education,D1,5.029585799
2010,BGR,educat,Tertiary Education,D10,41.6988417
2010,BGR,educat,Tertiary Education,D2,5.810397554
2010,BGR,educat,Tertiary Education,D3,10.79365079
2010,BGR,educat,Tertiary Education,D4,8.917197452
2010,BGR,educat,Tertiary Education,D5,13.71237458
2010,BGR,educat,Tertiary Education,D6,12.91390728
2010,BGR,educat,Tertiary Education,D7,24.56140351
2010,BGR,educat,Tertiary Education,D8,24.36363636
2010,BGR,educat,Tertiary Education,D9,25.75757576
2010,BGR,emissions_per_capita,,D1,1.834566012
2010,BGR,emissions_per_capita,,D10,6.97539486
2010,BGR,emissions_per_capita,,D2,2.604058651
2010,BGR,emissions_per_capita,,D3,3.0295858
2010,BGR,emissions_per_capita,,D4,3.000965942
2010,BGR,emissions_per_capita,,D5,3.353448265
2010,BGR,emissions_per_capita,,D6,3.682314526
2010,BGR,emissions_per_capita,,D7,4.079966699
2010,BGR,emissions_per_capita,,D8,4.431649057
2010,BGR,emissions_per_capita,,D9,5.045642269
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,BGR,expenditure_decile,,D1,5.493772835
2010,BGR,expenditure_decile,,D10,17.89138893
2010,BGR,expenditure_decile,,D2,5.668630658
2010,BGR,expenditure_decile,,D3,7.342972934
2010,BGR,expenditure_decile,,D4,7.874223973
2010,BGR,expenditure_decile,,D5,8.779168473
2010,BGR,expenditure_decile,,D6,9.823353839
2010,BGR,expenditure_decile,,D7,10.7275915
2010,BGR,expenditure_decile,,D8,12.14632372
2010,BGR,expenditure_decile,,D9,14.27155288
2010,BGR,expcat_input,energy_housing,D1,9.851407048
2010,BGR,expcat_input,energy_housing,D10,7.746839154
2010,BGR,expcat_input,energy_housing,D2,11.03709248
2010,BGR,expcat_input,energy_housing,D3,11.05306179
2010,BGR,expcat_input,energy_housing,D4,11.43475774
2010,BGR,expcat_input,energy_housing,D5,11.03647253
2010,BGR,expcat_input,energy_housing,D6,10.50461797
2010,BGR,expcat_input,energy_housing,D7,10.95138785
2010,BGR,expcat_input,energy_housing,D8,10.48177243
2010,BGR,expcat_input,energy_housing,D9,8.906538461
2010,BGR,expcat_input,energy_transportation,D1,1.05594987
2010,BGR,expcat_input,energy_transportation,D10,4.965037486
2010,BGR,expcat_input,energy_transportation,D2,0.616718563
2010,BGR,expcat_input,energy_transportation,D3,1.168875115
2010,BGR,expcat_input,energy_transportation,D4,1.485300498
2010,BGR,expcat_input,energy_transportation,D5,1.83982451
2010,BGR,expcat_input,energy_transportation,D6,2.45394228
2010,BGR,expcat_input,energy_transportation,D7,2.668286027
2010,BGR,expcat_input,energy_transportation,D8,2.947709706
2010,BGR,expcat_input,energy_transportation,D9,3.968309498
2010,BGR,expcat_input,food,D1,42.13516039
2010,BGR,expcat_input,food,D10,24.48138388
2010,BGR,expcat_input,food,D2,39.11294305
2010,BGR,expcat_input,food,D3,33.75515654
2010,BGR,expcat_input,food,D4,35.81426998
2010,BGR,expcat_input,food,D5,34.11661469
2010,BGR,expcat_input,food,D6,31.44631403
2010,BGR,expcat_input,food,D7,30.44951771
2010,BGR,expcat_input,food,D8,28.89106161
2010,BGR,expcat_input,food,D9,27.64690346
2010,BGR,household_size,,D1,2.692853527
2010,BGR,household_size,,D10,2.728248539
2010,BGR,household_size,,D2,1.908689133
2010,BGR,household_size,,D3,2.153518641
