MODEL;SCENARIO;REGION;VARIABLE;UNIT;2010
Reference;HBS 2010;BEL;Expenditure Decile|D6;%;10.3612841
Reference;HBS 2010;BEL;Expenditure Decile|D7;%;11.5031681
Reference;HBS 2010;BEL;Expenditure Decile|D8;%;12.43500581
Reference;HBS 2010;BEL;Expenditure Decile|D9;%;13.33491655
Reference;HBS 2010;BEL;Expenditure Share|Energy|Housing|D1;%;9.528649466
Reference;HBS 2010;BEL;Expenditure Share|Energy|Housing|D10;%;5.200951567
Reference;HBS 2010;BEL;Expenditure Share|Energy|Housing|D2;%;8.903592546
Reference;HBS 2010;BEL;Expenditure Share|Energy|Housing|D3;%;8.101138648
Reference;HBS 2010;BEL;Expenditure Share|Energy|Housing|D4;%;7.235068693
Reference;HBS 2010;BEL;Expenditure Share|Energy|Housing|D5;%;6.89044808
Reference;HBS 2010;BEL;Expenditure Share|Energy|Housing|D6;%;6.311661931
Reference;HBS 2010;BEL;Expenditure Share|Energy|Housing|D7;%;6.036224611
Reference;HBS 2010;BEL;Expenditure Share|Energy|Housing|D8;%;5.891764788
Reference;HBS 2010;BEL;Expenditure Share|Energy|Housing|D9;%;5.77001268
Reference;HBS 2010;BEL;Expenditure Share|Energy|Transportation|D1;%;2.344243413
Reference;HBS 2010;BEL;Expenditure Share|Energy|Transportation|D10;%;3.250245848
Reference;HBS 2010;BEL;Expenditure Share|Energy|Transportation|D2;%;2.503399799
Reference;HBS 2010;BEL;Expenditure Share|Energy|Transportation|D3;%;2.748801575
Reference;HBS 2010;BEL;Expenditure Share|Energy|Transportation|D4;%;3.02278172
Reference;HBS 2010;BEL;Expenditure Share|Energy|Transportation|D5;%;3.331711066
Reference;HBS 2010;BEL;Expenditure Share|Energy|Transportation|D6;%;3.353805782
Reference;HBS 2010;BEL;Expenditure Share|Energy|Transportation|D7;%;3.163986008
Reference;HBS 2010;BEL;Expenditure Share|Energy|Transportation|D8;%;3.193145347
Reference;HBS 2010;BEL;Expenditure Share|Energy|Transportation|D9;%;2.92957161
Reference;HBS 2010;BEL;Expenditure Share|Food|D1;%;17.48160516
Reference;HBS 2010;BEL;Expenditure Share|Food|D10;%;12.05719389
Reference;HBS 2010;BEL;Expenditure Share|Food|D2;%;16.35056924
Reference;HBS 2010;BEL;Expenditure Share|Food|D3;%;15.98866329
Reference;HBS 2010;BEL;Expenditure Share|Food|D4;%;14.90825876
Reference;HBS 2010;BEL;Expenditure Share|Food|D5;%;14.83925453
Reference;HBS 2010;BEL;Expenditure Share|Food|D6;%;13.75286023
Reference;HBS 2010;BEL;Expenditure Share|Food|D7;%;13.29250025
Reference;HBS 2010;BEL;Expenditure Share|Food|D8;%;13.51619723
Reference;HBS 2010;BEL;Expenditure Share|Food|D9;%;12.5846487
Reference;HBS 2010;BEL;Household Size|D1;number;2.336100074
Reference;HBS 2010;BEL;Household Size|D10;number;2.325272099
Reference;HBS 2010;BEL;Household Size|D2;number;1.978823229
Reference;HBS 2010;BEL;Household Size|D3;number;2.169288031
Reference;HBS 2010;BEL;Household Size|D4;number;2.203873003
Reference;HBS 2010;BEL;Household Size|D5;number;2.305559961
Reference;HBS 2010;BEL;Household Size|D6;number;2.277100381
Reference;HBS 2010;BEL;Household Size|D7;number;2.408080335
Reference;HBS 2010;BEL;Household Size|D8;number;2.538157966
Reference;HBS 2010;BEL;Household Size|D9;number;2.423477305
Reference;HBS 2010;BEL;Income Decile|D1;%;3.78641125
Reference;HBS 2010;BEL;Income Decile|D10;%;22.52962382
Reference;HBS 2010;BEL;Income Decile|D2;%;4.909022062
Reference;HBS 2010;BEL;Income Decile|D3;%;6.124083964
Reference;HBS 2010;BEL;Income Decile|D4;%;7.101999008
Reference;HBS 2010;BEL;Income Decile|D5;%;8.332139248
Reference;HBS 2010;BEL;Income Decile|D6;%;9.23994623
Reference;HBS 2010;BEL;Income Decile|D7;%;10.74027098
Reference;HBS 2010;BEL;Income Decile|D8;%;12.60722614
Reference;HBS 2010;BEL;Income Decile|D9;%;14.64696257
Reference;HBS 2010;BEL;Income Share|Capital|D1;%;
Reference;HBS 2010;BEL;Income Share|Capital|D10;%;
Reference;HBS 2010;BEL;Income Share|Capital|D2;%;
Reference;HBS 2010;BEL;Income Share|Capital|D3;%;
Reference;HBS 2010;BEL;Income Share|Capital|D4;%;
Reference;HBS 2010;BEL;Income Share|Capital|D5;%;
Reference;HBS 2010;BEL;Income Share|Capital|D6;%;
Reference;HBS 2010;BEL;Income Share|Capital|D7;%;
Reference;HBS 2010;BEL;Income Share|Capital|D8;%;
Reference;HBS 2010;BEL;Income Share|Capital|D9;%;
Reference;HBS 2010;BEL;Income Share|Labour|D1;%;44.50434935
Reference;HBS 2010;BEL;Income Share|Labour|D10;%;8.994582405
Reference;HBS 2010;BEL;Income Share|Labour|D2;%;34.81509543
Reference;HBS 2010;BEL;Income Share|Labour|D3;%;10.44381938
Reference;HBS 2010;BEL;Income Share|Labour|D4;%;18.6827848
Reference;HBS 2010;BEL;Income Share|Labour|D5;%;11.38558361
Reference;HBS 2010;BEL;Income Share|Labour|D6;%;15.65327627
Reference;HBS 2010;BEL;Income Share|Labour|D7;%;13.33069175
Reference;HBS 2010;BEL;Income Share|Labour|D8;%;13.76419279
Reference;HBS 2010;BEL;Income Share|Labour|D9;%;10.24478723
Reference;HBS 2010;BEL;Income Share|Other|D1;%;8.939005436
Reference;HBS 2010;BEL;Income Share|Other|D10;%;0.895729817
Reference;HBS 2010;BEL;Income Share|Other|D2;%;11.73455002
Reference;HBS 2010;BEL;Income Share|Other|D3;%;38.91603395
Reference;HBS 2010;BEL;Income Share|Other|D4;%;17.33670062
Reference;HBS 2010;BEL;Income Share|Other|D5;%;2.936244615
Reference;HBS 2010;BEL;Income Share|Other|D6;%;3.752414334
Reference;HBS 2010;BEL;Income Share|Other|D7;%;3.721762039
Reference;HBS 2010;BEL;Income Share|Other|D8;%;9.98573063
Reference;HBS 2010;BEL;Income Share|Other|D9;%;2.014206147
Reference;HBS 2010;BEL;Income Share|Transfers|D1;%;
Reference;HBS 2010;BEL;Income Share|Transfers|D10;%;
Reference;HBS 2010;BEL;Income Share|Transfers|D2;%;
Reference;HBS 2010;BEL;Income Share|Transfers|D3;%;
Reference;HBS 2010;BEL;Income Share|Transfers|D4;%;
Reference;HBS 2010;BEL;Income Share|Transfers|D5;%;
Reference;HBS 2010;BEL;Income Share|Transfers|D6;%;
Reference;HBS 2010;BEL;Income Share|Transfers|D7;%;
Reference;HBS 2010;BEL;Income Share|Transfers|D8;%;
Reference;HBS 2010;BEL;Income Share|Transfers|D9;%;
Reference;HBS 2010;BEL;Savings Rate|D1;%;-66.90048964
Reference;HBS 2010;BEL;Savings Rate|D10;%;34.56155413
Reference;HBS 2010;BEL;Savings Rate|D2;%;-28.85010534
Reference;HBS 2010;BEL;Savings Rate|D3;%;-21.3708425
Reference;HBS 2010;BEL;Savings Rate|D4;%;-20.1109685
Reference;HBS 2010;BEL;Savings Rate|D5;%;-12.7956258
Reference;HBS 2010;BEL;Savings Rate|D6;%;-9.598455327
Reference;HBS 2010;BEL;Savings Rate|D7;%;-5.262474281
Reference;HBS 2010;BEL;Savings Rate|D8;%;2.804308437
Reference;HBS 2010;BEL;Savings Rate|D9;%;10.85400006
Reference;HBS 2010;BEL;Wealth Share|D1;%;
Reference;HBS 2010;BEL;Wealth Share|D10;%;
Reference;HBS 2010;BEL;Wealth Share|D2;%;
Reference;HBS 2010;BEL;Wealth Share|D3;%;
Reference;HBS 2010;BEL;Wealth Share|D4;%;
Reference;HBS 2010;BEL;Wealth Share|D5;%;
Reference;HBS 2010;BEL;Wealth Share|D6;%;
Reference;HBS 2010;BEL;Wealth Share|D7;%;
Reference;HBS 2010;BEL;Wealth Share|D8;%;
Reference;HBS 2010;BEL;Wealth Share|D9;%;
Reference;HBS 2010;BGR;Education|No Education|D1;%;3.550295858
Reference;HBS 2010;BGR;Education|No Education|D2;%;1.529051988
Reference;HBS 2010;BGR;Education|No Education|D3;%;0.952380952
Reference;HBS 2010;BGR;Education|No Education|D4;%;0.318471338
Reference;HBS 2010;BGR;Education|No Education|D5;%;1.003344482
Reference;HBS 2010;BGR;Education|No Education|D6;%;0.331125828
Reference;HBS 2010;BGR;Education|No Education|D7;%;0.350877193
Reference;HBS 2010;BGR;Education|No Education|D8;%;0.363636364
Reference;HBS 2010;BGR;Education|Primary Education|D1;%;13.90532544
Reference;HBS 2010;BGR;Education|Primary Education|D2;%;13.14984709
Reference;HBS 2010;BGR;Education|Primary Education|D3;%;5.396825397
Reference;HBS 2010;BGR;Education|Primary Education|D4;%;3.503184713
Reference;HBS 2010;BGR;Education|Primary Education|D5;%;4.347826087
Reference;HBS 2010;BGR;Education|Primary Education|D6;%;4.966887417
Reference;HBS 2010;BGR;Education|Primary Education|D7;%;3.157894737
Reference;HBS 2010;BGR;Education|Primary Education|D8;%;2.909090909
Reference;HBS 2010;BGR;Education|Primary Education|D9;%;0.378787879
Reference;HBS 2010;BGR;Education|Secondary Education|D1;%;77.5147929
Reference;HBS 2010;BGR;Education|Secondary Education|D10;%;58.3011583
Reference;HBS 2010;BGR;Education|Secondary Education|D2;%;79.51070336
Reference;HBS 2010;BGR;Education|Secondary Education|D3;%;82.85714286
Reference;HBS 2010;BGR;Education|Secondary Education|D4;%;87.2611465
Reference;HBS 2010;BGR;Education|Secondary Education|D5;%;80.93645485
Reference;HBS 2010;BGR;Education|Secondary Education|D6;%;81.78807947
Reference;HBS 2010;BGR;Education|Secondary Education|D7;%;71.92982456
Reference;HBS 2010;BGR;Education|Secondary Education|D8;%;72.36363636
Reference;HBS 2010;BGR;Education|Secondary Education|D9;%;73.86363636
Reference;HBS 2010;BGR;Education|Tertiary Education|D1;%;5.029585799
Reference;HBS 2010;BGR;Education|Tertiary Education|D10;%;41.6988417
Reference;HBS 2010;BGR;Education|Tertiary Education|D2;%;5.810397554
Reference;HBS 2010;BGR;Education|Tertiary Education|D3;%;10.79365079
Reference;HBS 2010;BGR;Education|Tertiary Education|D4;%;8.917197452
Reference;HBS 2010;BGR;Education|Tertiary Education|D5;%;13.71237458
Reference;HBS 2010;BGR;Education|Tertiary Education|D6;%;12.91390728
Reference;HBS 2010;BGR;Education|Tertiary Education|D7;%;24.56140351
Reference;HBS 2010;BGR;Education|Tertiary Education|D8;%;24.36363636
Reference;HBS 2010;BGR;Education|Tertiary Education|D9;%;25.75757576
Reference;HBS 2010;BGR;Emissions per capita|D1;tCO2;1.834566012
Reference;HBS 2010;BGR;Emissions per capita|D10;tCO2;6.97539486
Reference;HBS 2010;BGR;Emissions per capita|D2;tCO2;2.604058651
Reference;HBS 2010;BGR;Emissions per capita|D3;tCO2;3.0295858
Reference;HBS 2010;BGR;Emissions per capita|D4;tCO2;3.000965942
Reference;HBS 2010;BGR;Emissions per capita|D5;tCO2;3.353448265
Reference;HBS 2010;BGR;Emissions per capita|D6;tCO2;3.682314526
Reference;HBS 2010;BGR;Emissions per capita|D7;tCO2;4.079966699
Reference;HBS 2010;BGR;Emissions per capita|D8;tCO2;4.431649057
Reference;HBS 2010;BGR;Emissions per capita|D9;tCO2;5.045642269
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Reference;HBS 2010;BGR;Expenditure Decile|D1;%;5.493772835
Reference;HBS 2010;BGR;Expenditure Decile|D10;%;17.89138893
Reference;HBS 2010;BGR;Expenditure Decile|D2;%;5.668630658
Reference;HBS 2010;BGR;Expenditure Decile|D3;%;7.342972934
Reference;HBS 2010;BGR;Expenditure Decile|D4;%;7.874223973
Reference;HBS 2010;BGR;Expenditure Decile|D5;%;8.779168473
Reference;HBS 2010;BGR;Expenditure Decile|D6;%;9.823353839
Reference;HBS 2010;BGR;Expenditure Decile|D7;%;10.7275915
Reference;HBS 2010;BGR;Expenditure Decile|D8;%;12.14632372
Reference;HBS 2010;BGR;Expenditure Decile|D9;%;14.27155288
Reference;HBS 2010;BGR;Expenditure Share|Energy|Housing|D1;%;9.851407048
Reference;HBS 2010;BGR;Expenditure Share|Energy|Housing|D10;%;7.746839154
Reference;HBS 2010;BGR;Expenditure Share|Energy|Housing|D2;%;11.03709248
Reference;HBS 2010;BGR;Expenditure Share|Energy|Housing|D3;%;11.05306179
Reference;HBS 2010;BGR;Expenditure Share|Energy|Housing|D4;%;11.43475774
Reference;HBS 2010;BGR;Expenditure Share|Energy|Housing|D5;%;11.03647253
Reference;HBS 2010;BGR;Expenditure Share|Energy|Housing|D6;%;10.50461797
Reference;HBS 2010;BGR;Expenditure Share|Energy|Housing|D7;%;10.95138785
Reference;HBS 2010;BGR;Expenditure Share|Energy|Housing|D8;%;10.48177243
Reference;HBS 2010;BGR;Expenditure Share|Energy|Housing|D9;%;8.906538461
Reference;HBS 2010;BGR;Expenditure Share|Energy|Transportation|D1;%;1.05594987
Reference;HBS 2010;BGR;Expenditure Share|Energy|Transportation|D10;%;4.965037486
Reference;HBS 2010;BGR;Expenditure Share|Energy|Transportation|D2;%;0.616718563
Reference;HBS 2010;BGR;Expenditure Share|Energy|Transportation|D3;%;1.168875115
Reference;HBS 2010;BGR;Expenditure Share|Energy|Transportation|D4;%;1.485300498
Reference;HBS 2010;BGR;Expenditure Share|Energy|Transportation|D5;%;1.83982451
Reference;HBS 2010;BGR;Expenditure Share|Energy|Transportation|D6;%;2.45394228
Reference;HBS 2010;BGR;Expenditure Share|Energy|Transportation|D7;%;2.668286027
Reference;HBS 2010;BGR;Expenditure Share|Energy|Transportation|D8;%;2.947709706
Reference;HBS 2010;BGR;Expenditure Share|Energy|Transportation|D9;%;3.968309498
Reference;HBS 2010;BGR;Expenditure Share|Food|D1;%;42.13516039
Reference;HBS 2010;BGR;Expenditure Share|Food|D10;%;24.48138388
Reference;HBS 2010;BGR;Expenditure Share|Food|D2;%;39.11294305
Reference;HBS 2010;BGR;Expenditure Share|Food|D3;%;33.75515654
Reference;HBS 2010;BGR;Expenditure Share|Food|D4;%;35.81426998
Reference;HBS 2010;BGR;Expenditure Share|Food|D5;%;34.11661469
Reference;HBS 2010;BGR;Expenditure Share|Food|D6;%;31.44631403
Reference;HBS 2010;BGR;Expenditure Share|Food|D7;%;30.44951771
Reference;HBS 2010;BGR;Expenditure Share|Food|D8;%;28.89106161
Reference;HBS 2010;BGR;Expenditure Share|Food|D9;%;27.64690346
Reference;HBS 2010;BGR;Household Size|D1;number;2.692853527
Reference;HBS 2010;BGR;Household Size|D10;number;2.728248539
Reference;HBS 2010;BGR;Household Size|D2;number;1.908689133
Reference;HBS 2010;BGR;Household Size|D3;number;2.153518641
Reference;HBS 2010;BGR;Household Size|D4;number;2.373779024
Reference;HBS 2010;BGR;Household Size|D5;number;2.421265665
Reference;HBS 2010;BGR;Household Size|D6;number;2.490843359
Reference;HBS 2010;BGR;Household Size|D7;number;2.463172412
Reference;HBS 2010;BGR;Household Size|D8;number;2.642982542
Reference;HBS 2010;BGR;Household Size|D9;number;2.752878805
Reference;HBS 2010;BGR;Income Decile|D1;%;3.840859509
Reference;HBS 2010;BGR;Income Decile|D10;%;22.06658149
Reference;HBS 2010;BGR;Income Decile|D2;%;4.560496252
Reference;HBS 2010;BGR;Income Decile|D3;%;5.845000642
Reference;HBS 2010;BGR;Income Decile|D4;%;7.172286683
Reference;HBS 2010;BGR;Income Decile|D5;%;8.23491794
Reference;HBS 2010;BGR;Income Decile|D6;%;9.463153637
Reference;HBS 2010;BGR;Income Decile|D7;%;10.64870425
Reference;HBS 2010;BGR;Income Decile|D8;%;12.73550689
Reference;HBS 2010;BGR;Income Decile|D9;%;15.46145082
Reference;HBS 2010;BGR;Income Share|Capital|D1;%;
Reference;HBS 2010;BGR;Income Share|Capital|D10;%;
Reference;HBS 2010;BGR;Income Share|Capital|D2;%;
Reference;HBS 2010;BGR;Income Share|Capital|D3;%;
Reference;HBS 2010;BGR;Income Share|Capital|D4;%;
Reference;HBS 2010;BGR;Income Share|Capital|D5;%;
Reference;HBS 2010;BGR;Income Share|Capital|D6;%;
Reference;HBS 2010;BGR;Income Share|Capital|D7;%;
Reference;HBS 2010;BGR;Income Share|Capital|D8;%;
Reference;HBS 2010;BGR;Income Share|Capital|D9;%;
Reference;HBS 2010;BGR;Income Share|Labour|D1;%;0.048121931
Reference;HBS 2010;BGR;Income Share|Labour|D10;%;0.028477855
Reference;HBS 2010;BGR;Income Share|Labour|D2;%;0
Reference;HBS 2010;BGR;Income Share|Labour|D3;%;0.031225941
Reference;HBS 2010;BGR;Income Share|Labour|D4;%;0.066467501
Reference;HBS 2010;BGR;Income Share|Labour|D5;%;0.087449933
Reference;HBS 2010;BGR;Income Share|Labour|D6;%;0.035584805
Reference;HBS 2010;BGR;Income Share|Labour|D7;%;0.037070014
Reference;HBS 2010;BGR;Income Share|Labour|D8;%;0.029094292
Reference;HBS 2010;BGR;Income Share|Labour|D9;%;0.027271961
Reference;HBS 2010;BGR;Income Share|Other|D1;%;8.475835099
Reference;HBS 2010;BGR;Income Share|Other|D10;%;0.840137291
Reference;HBS 2010;BGR;Income Share|Other|D2;%;5.320951777
Reference;HBS 2010;BGR;Income Share|Other|D3;%;4.04402029
Reference;HBS 2010;BGR;Income Share|Other|D4;%;3.617830205
Reference;HBS 2010;BGR;Income Share|Other|D5;%;3.395164533
Reference;HBS 2010;BGR;Income Share|Other|D6;%;2.576094672
Reference;HBS 2010;BGR;Income Share|Other|D7;%;2.673361337
Reference;HBS 2010;BGR;Income Share|Other|D8;%;2.060592488
Reference;HBS 2010;BGR;Income Share|Other|D9;%;1.494620855
Reference;HBS 2010;BGR;Income Share|Transfers|D1;%;
Reference;HBS 2010;BGR;Income Share|Transfers|D10;%;
Reference;HBS 2010;BGR;Income Share|Transfers|D2;%;
Reference;HBS 2010;BGR;Income Share|Transfers|D3;%;
Reference;HBS 2010;BGR;Income Share|Transfers|D4;%;
Reference;HBS 2010;BGR;Income Share|Transfers|D5;%;
Reference;HBS 2010;BGR;Income Share|Transfers|D6;%;
Reference;HBS 2010;BGR;Income Share|Transfers|D7;%;
Reference;HBS 2010;BGR;Income Share|Transfers|D8;%;
Reference;HBS 2010;BGR;Income Share|Transfers|D9;%;
Reference;HBS 2010;BGR;Savings Rate|D1;%;-78.06643852
Reference;HBS 2010;BGR;Savings Rate|D10;%;4.341276176
Reference;HBS 2010;BGR;Savings Rate|D2;%;-48.4559154
Reference;HBS 2010;BGR;Savings Rate|D3;%;-50.58266995
Reference;HBS 2010;BGR;Savings Rate|D4;%;-30.4616835
Reference;HBS 2010;BGR;Savings Rate|D5;%;-27.44121412
Reference;HBS 2010;BGR;Savings Rate|D6;%;-23.6359585
Reference;HBS 2010;BGR;Savings Rate|D7;%;-19.45020524
Reference;HBS 2010;BGR;Savings Rate|D8;%;-13.00652601
Reference;HBS 2010;BGR;Savings Rate|D9;%;-9.816050859
Reference;HBS 2010;BGR;Wealth Share|D1;%;
Reference;HBS 2010;BGR;Wealth Share|D10;%;
Reference;HBS 2010;BGR;Wealth Share|D2;%;
Reference;HBS 2010;BGR;Wealth Share|D3;%;
Reference;HBS 2010;BGR;Wealth Share|D4;%;
Reference;HBS 2010;BGR;Wealth Share|D5;%;
Reference;HBS 2010;BGR;Wealth Share|D6;%;
Reference;HBS 2010;BGR;Wealth Share|D7;%;
Reference;HBS 2010;BGR;Wealth Share|D8;%;
Reference;HBS 2010;BGR;Wealth Share|D9;%;
Reference;HBS 2010;CYP;Education|No Education|D1;%;32.88590604
Reference;HBS 2010;CYP;Education|No Education|D10;%;1.176470588
Reference;HBS 2010;CYP;Education|No Education|D2;%;19.80519481
Reference;HBS 2010;CYP;Education|No Education|D3;%;12.4567474
Reference;HBS 2010;CYP;Education|No Education|D4;%;9.219858156
Reference;HBS 2010;CYP;Education|No Education|D5;%;5.166051661
Reference;HBS 2010;CYP;Education|No Education|D6;%;2.962962963
Reference;HBS 2010;CYP;Education|No Education|D7;%;2.448979592
Reference;HBS 2010;CYP;Education|No Education|D8;%;1.62601626
Reference;HBS 2010;CYP;Education|No Education|D9;%;0.840336134
Reference;HBS 2010;CYP;Education|Primary Education|D1;%;38.9261745
Reference;HBS 2010;CYP;Education|Primary Education|D10;%;6.274509804
Reference;HBS 2010;CYP;Education|Primary Education|D2;%;38.96103896
Reference;HBS 2010;CYP;Education|Primary Education|D3;%;33.56401384
Reference;HBS 2010;CYP;Education|Primary Education|D4;%;28.36879433
Reference;HBS 2010;CYP;Education|Primary Education|D5;%;20.66420664
Reference;HBS 2010;CYP;Education|Primary Education|D6;%;20.37037037
Reference;HBS 2010;CYP;Education|Primary Education|D7;%;15.10204082
Reference;HBS 2010;CYP;Education|Primary Education|D8;%;8.536585366
Reference;HBS 2010;CYP;Education|Primary Education|D9;%;5.882352941
Reference;HBS 2010;CYP;Education|Secondary Education|D1;%;23.48993289
Reference;HBS 2010;CYP;Education|Secondary Education|D10;%;28.23529412
Reference;HBS 2010;CYP;Education|Secondary Education|D2;%;35.38961039
Reference;HBS 2010;CYP;Education|Secondary Education|D3;%;44.6366782
Reference;HBS 2010;CYP;Education|Secondary Education|D4;%;50
Reference;HBS 2010;CYP;Education|Secondary Education|D5;%;55.35055351
Reference;HBS 2010;CYP;Education|Secondary Education|D6;%;54.44444444
Reference;HBS 2010;CYP;Education|Secondary Education|D7;%;53.06122449
Reference;HBS 2010;CYP;Education|Secondary Education|D8;%;47.96747967
Reference;HBS 2010;CYP;Education|Secondary Education|D9;%;42.43697479
Reference;HBS 2010;CYP;Education|Tertiary Education|D1;%;4.697986577
Reference;HBS 2010;CYP;Education|Tertiary Education|D10;%;64.31372549
Reference;HBS 2010;CYP;Education|Tertiary Education|D2;%;5.844155844
Reference;HBS 2010;CYP;Education|Tertiary Education|D3;%;9.342560554
Reference;HBS 2010;CYP;Education|Tertiary Education|D4;%;12.41134752
Reference;HBS 2010;CYP;Education|Tertiary Education|D5;%;18.81918819
Reference;HBS 2010;CYP;Education|Tertiary Education|D6;%;22.22222222
Reference;HBS 2010;CYP;Education|Tertiary Education|D7;%;29.3877551
Reference;HBS 2010;CYP;Education|Tertiary Education|D8;%;41.8699187
Reference;HBS 2010;CYP;Education|Tertiary Education|D9;%;50.84033613
Reference;HBS 2010;CYP;Emissions per capita|D1;tCO2;6.578879505
Reference;HBS 2010;CYP;Emissions per capita|D10;tCO2;19.87306942
Reference;HBS 2010;CYP;Emissions per capita|D2;tCO2;6.937449192
Reference;HBS 2010;CYP;Emissions per capita|D3;tCO2;7.898777792
Reference;HBS 2010;CYP;Emissions per capita|D4;tCO2;8.395276025
Reference;HBS 2010;CYP;Emissions per capita|D5;tCO2;9.637296207
Reference;HBS 2010;CYP;Emissions per capita|D6;tCO2;9.958074999
Reference;HBS 2010;CYP;Emissions per capita|D7;tCO2;12.63829023
Reference;HBS 2010;CYP;Emissions per capita|D8;tCO2;13.64822092
Reference;HBS 2010;CYP;Emissions per capita|D9;tCO2;15.85233531
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Reference;HBS 2010;CYP;Expenditure Decile|D1;%;4.135807683
Reference;HBS 2010;CYP;Expenditure Decile|D10;%;16.07738852
Reference;HBS 2010;CYP;Expenditure Decile|D2;%;5.480075473
Reference;HBS 2010;CYP;Expenditure Decile|D3;%;7.019287464
Reference;HBS 2010;CYP;Expenditure Decile|D4;%;8.630412179
Reference;HBS 2010;CYP;Expenditure Decile|D5;%;9.888356738
Reference;HBS 2010;CYP;Expenditure Decile|D6;%;10.40266218
Reference;HBS 2010;CYP;Expenditure Decile|D7;%;11.7586778
